iter	Precision	Logloss
880	0.9814189189	0.04018208202
881	0.9814345992	0.04017002297
882	0.9814345992	0.04013396854
883	0.9814345992	0.0400942641
884	0.9814345992	0.04003735501
885	0.9814345992	0.04000625949
886	0.9814345992	0.03995149665
887	0.9814345992	0.03992307505
888	0.9814345992	0.03987932162
889	0.9814345992	0.03984561842
890	0.9814345992	0.03981528735
891	0.9814345992	0.03979155738
892	0.9814345992	0.03976652723
893	0.9814345992	0.03971101902
894	0.9814345992	0.03966688678
895	0.9822635135	0.03963201583
896	0.9822635135	0.03957457584
897	0.9822635135	0.03954420349
898	0.982278481	0.03951713868
899	0.982278481	0.03946839225
900	0.982278481	0.03942455992
901	0.982278481	0.03938717743
902	0.982278481	0.03936893233
903	0.982278481	0.03932660377
904	0.982278481	0.03929804765
905	0.982278481	0.03927713335
906	0.981450253	0.0392452002
907	0.9831081081	0.03922142214
908	0.9831081081	0.03918753035
909	0.9831223629	0.03916018992
910	0.9831081081	0.03912702449
911	0.9822934233	0.03910129526
912	0.982278481	0.03908341367
913	0.982278481	0.03904528964
914	0.982278481	0.03899600052
915	0.9822934233	0.03896906649
916	0.982278481	0.03895182149
917	0.982278481	0.03891666853
918	0.9822934233	0.03886117407
919	0.9831223629	0.03880875027
920	0.9831223629	0.03878684979
921	0.9823083404	0.0387367848
922	0.9823083404	0.03871046439
923	0.9823083404	0.03868741413
924	0.9831365936	0.03865256049
925	0.9839662447	0.03862539708
926	0.9831365936	0.03857325043
927	0.9839662447	0.03854588423
928	0.9839662447	0.0385167708
929	0.9839662447	0.03847425651
930	0.9831365936	0.0384416733
931	0.9831365936	0.038402311
932	0.9839662447	0.03838002834
933	0.9839662447	0.03832329817
934	0.9839662447	0.03828282509
935	0.9839662447	0.03825464291
936	0.9831365936	0.03821706154
937	0.9831365936	0.03817809208
938	0.9831365936	0.03815462136
939	0.9831365936	0.03812738957
940	0.9831508003	0.03808323299
941	0.9831508003	0.0380562306
942	0.9831508003	0.03804375141
943	0.9831508003	0.03801182116
944	0.9839662447	0.03796970977
945	0.9839797639	0.03793243846
946	0.9839932603	0.03789932178
947	0.984006734	0.03786059272
948	0.984006734	0.03779966239
949	0.984006734	0.03775938964
950	0.984006734	0.03772664176
951	0.9839932603	0.03769718175
952	0.9839932603	0.03766304081
953	0.9839932603	0.03762743095
954	0.9839932603	0.03759790788
955	0.9831649832	0.03757554657
956	0.9839932603	0.03753600376
957	0.9839932603	0.03750786488
958	0.9839932603	0.03747773784
959	0.9839932603	0.03742076379
960	0.9839932603	0.03739100579
961	0.9839932603	0.03737692205
962	0.9839932603	0.03734241884
963	0.9839932603	0.03731352831
964	0.9839932603	0.03728207645
965	0.9839932603	0.03725821312
966	0.9839932603	0.03723742501
967	0.9839932603	0.0371825864
968	0.984006734	0.03713024428
969	0.984006734	0.03709633121
970	0.984006734	0.03707014552
971	0.984006734	0.03704934465
972	0.984006734	0.03702739857
973	0.984006734	0.0370037864
974	0.984020185	0.03698445317
975	0.984020185	0.03697132277
976	0.984020185	0.03692923578
977	0.984020185	0.036902776
978	0.984020185	0.03686266234
979	0.984020185	0.03684614389
980	0.984020185	0.03681369468
981	0.9840336134	0.03679209249
982	0.9840470193	0.03674949504
983	0.9840470193	0.0367316309
984	0.9832355407	0.03669242053
985	0.9840604027	0.03667514535
986	0.9840604027	0.03665832005
987	0.9840604027	0.03662196219
988	0.9848866499	0.0365892291
989	0.9848866499	0.03655114147
990	0.9848739496	0.03652191733
991	0.9848866499	0.03649408767
992	0.9848739496	0.03647124259
993	0.9848866499	0.03644145228
994	0.9848739496	0.03641400696
995	0.9848739496	0.03639221211
996	0.9848739496	0.03636972078
997	0.9848739496	0.0363392659
998	0.9856902357	0.03632292964
999	0.9856902357	0.03627708217
